selling_price,km_driven,max_power,seats,mileage_num,engine_num,torque_NM,torque_rpm,no_year,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
350000,25000,68.05,5,20.3,998,94.14,3500,3,0,0,1,1,0,1,0,0,0,0
350000,100000,103.6,5,20.5,1598,250,2000,8,1,0,0,1,0,1,0,0,0,0
175000,120000,68,5,20,1399,160,2000,9,1,0,0,1,0,1,0,1,0,0
340000,90000,103.6,5,20.5,1598,250,2000,10,1,0,0,1,0,1,0,0,0,0
950000,35000,117.6,5,17.4,1497,145,4600,4,0,0,1,1,0,1,0,0,0,0
894999,35000,117.3,5,17.8,1497,145,4600,4,0,0,1,1,0,1,0,0,0,0
350000,101200,83.83,7,15.3,2956,250,1500,7,1,0,0,1,0,1,0,1,0,0
100000,90000,85,5,12.8,1396,12,3500,16,0,0,1,1,0,1,0,1,0,0
550000,76000,74,5,26.5,1248,190,2000,5,1,0,0,1,0,1,0,0,0,0
100000,60000,70,5,16.1,1405,13.5,2500,17,1,0,0,1,0,1,0,0,0,1
800000,90000,140,7,16,2179,330,2200,5,1,0,0,1,0,1,0,0,0,0
525000,80000,62.1,7,15.9,2523,195,1800,8,1,0,0,1,0,1,0,1,0,0
500000,179150,138.1,7,11.5,2179,320,2200,13,1,0,0,1,0,1,0,1,0,0
42000,62000,37,4,16.1,796,59,2500,18,0,0,1,1,0,1,0,0,0,0
190000,160000,85.8,5,17.5,1197,114,4000,12,0,0,1,1,0,1,0,0,0,1
694000,35000,74.02,5,28.4,1248,190,2000,2,1,0,0,1,0,1,0,0,0,0
861999,120000,140,7,16,2179,330,2200,5,1,0,0,1,0,0,0,0,0,0
650000,50000,98.6,5,25.8,1498,200,1750,4,1,0,0,1,0,1,0,0,0,0
310000,70000,73.9,5,19.3,1248,190,2000,10,1,0,0,1,0,1,0,1,0,0
360000,97000,74,5,22.9,1248,190,2000,8,1,0,0,1,0,1,0,0,0,0
240000,90000,73.9,5,19.3,1248,190,2000,10,1,0,0,1,0,1,0,1,0,0
500000,84487,140,7,15.1,2179,330,2200,9,1,0,0,1,0,1,1,0,0,0
475000,100000,102,7,12.8,2494,20.4,2500,11,1,0,0,1,0,1,0,1,0,0
100000,60000,46.3,5,19.7,796,62,3000,14,0,0,1,1,0,1,0,0,0,1
200000,110000,104.68,5,15,1586,145,4100,12,0,0,1,1,0,1,0,0,0,1
430000,264000,102,8,12.8,2494,20.4,2500,15,1,0,0,1,0,1,0,0,0,0
245000,146000,112,7,14,2498,260,2500,11,1,0,0,1,0,1,1,0,0,0
450000,70000,74,5,23.4,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
800000,51146,88.5,5,24.3,1248,200,1750,4,1,0,0,1,0,1,0,0,0,0
215000,40000,85.8,5,21.1,1197,114,4000,10,0,0,1,1,0,1,0,0,0,0
760000,50000,88.5,5,24.3,1248,200,1750,4,1,0,0,1,0,1,0,0,0,0
416000,80000,88.8,5,20.1,1498,230,2000,6,1,0,0,1,0,1,0,0,0,0
195000,120000,67.1,5,18.9,998,90,3500,10,0,0,1,1,0,1,0,0,0,0
325000,23000,47.3,5,24.7,796,69,3500,4,0,0,1,1,0,1,0,0,0,0
145000,70000,67.1,5,20.9,998,90,3500,11,0,0,1,1,0,1,0,1,0,0
675000,23000,74,5,28.4,1248,190,2000,3,1,0,0,1,0,1,0,0,0,0
340000,30000,67.04,5,20.5,998,90,3500,5,0,0,1,1,0,1,0,1,0,0
340000,50000,90,5,19,1248,200,2375,10,1,0,0,1,0,1,0,0,0,0
260000,40000,34.2,5,16.8,796,59,2500,7,0,0,1,1,0,1,0,0,0,0
300000,50000,47.3,5,22.7,796,69,3500,6,0,0,1,1,0,1,0,0,0,0
75000,60000,37,4,16.1,796,59,2500,14,0,0,1,1,0,1,0,1,0,0
350000,80000,70,5,19.4,1405,135.4,2500,10,1,0,0,1,0,1,0,0,0,0
1000000,15000,103.2,6,19,1462,138,4400,2,0,0,1,1,0,1,0,0,0,0
170000,150000,88.8,5,21.1,1248,200,2375,11,1,0,0,1,0,1,0,0,0,1
600000,40000,85.8,5,19,1197,114,4000,3,0,0,1,1,0,1,0,0,0,0
800000,25000,118,5,16.8,1497,146,2500,11,0,0,1,1,0,0,0,0,0,0
850000,120000,80.84,7,17,2650,230,1900,3,1,0,0,1,0,1,0,1,0,0
980000,120000,140,7,15.1,2179,330,2200,7,1,0,0,1,0,1,0,1,0,0
850000,298000,141,7,13.1,2499,330,1800,10,1,0,0,1,0,1,0,1,0,0
340000,270000,68.4,7,14,2956,223,1900,9,1,0,0,1,0,1,0,0,0,1
900000,50000,88.5,5,24.3,1248,200,1750,3,1,0,0,1,0,0,0,1,0,0
310000,120000,73.9,5,19.3,1248,190,2000,11,1,0,0,1,0,1,0,1,0,0
600000,60000,88.8,7,20.7,1248,200,1750,8,1,0,0,1,0,1,0,0,0,1
270000,149000,73.9,5,19.3,1248,190,2000,13,1,0,0,1,0,1,0,1,0,0
509999,5000,68,5,20.3,1086,99,4500,2,0,0,1,1,0,1,0,0,0,0
225000,70000,70,5,19.4,1405,135.4,2500,8,1,0,0,1,0,1,0,1,0,0
280000,55000,78.9,5,20.3,1197,111.7,4000,6,0,0,1,1,0,1,0,0,0,0
490000,100000,69,5,27.2,1047,140,2400,5,1,0,0,1,0,1,0,0,0,0
440000,120000,62.1,9,15.9,2523,195,1820,8,1,0,0,1,0,1,0,0,0,0
500000,291977,138.1,7,14,2179,320,2200,7,1,0,0,1,0,1,0,0,0,0
476999,85000,158.8,5,11.1,2354,218,4200,16,0,0,1,1,0,1,0,0,0,1
590000,70000,81.86,5,17.1,1197,114.73,4000,6,0,0,1,1,0,1,0,0,0,1
500000,120000,141,7,13.1,2499,330,1800,11,1,0,0,1,0,1,0,0,0,0
600000,40000,98.59,5,22.7,1498,205,2500,6,1,0,0,1,0,1,0,0,0,0
750000,70000,120,7,15.4,1997,280,2300,5,1,0,0,1,0,1,0,0,0,0
2950000,39000,187.74,5,19.5,1995,380,2250,4,1,0,0,0,0,0,0,0,0,0
5200000,10000,190,5,18.1,1995,400,2125,2,1,0,0,0,0,0,0,0,0,0
695000,36800,88,5,20.1,1498,230,2000,2,1,0,0,0,0,1,0,0,0,0
690000,52200,74,5,26.5,1248,190,2000,3,1,0,0,0,0,1,0,0,0,0
409999,78000,73.97,5,24,1186,190.24,2000,5,1,0,0,0,0,1,0,0,0,0
1650000,16000,167.67,5,17,1956,350,2125,1,1,0,0,0,0,1,0,0,0,0
2375000,30000,174.33,5,15.7,1968,380,2125,5,1,0,0,0,0,0,0,0,0,0
525000,29000,73.97,5,24,1186,190.24,2000,4,1,0,0,0,0,1,0,1,0,0
2150000,25000,170.63,5,16.3,1956,350,2125,2,1,0,0,0,0,1,0,0,0,0
540000,60000,140,7,15.1,2179,330,2200,8,1,0,0,1,0,1,0,1,0,0
2750000,60000,168.5,7,12.5,2982,360,2300,4,1,0,0,0,0,0,0,1,0,0
1000000,112000,120,7,15.4,1997,280,2300,5,1,0,0,0,0,1,0,1,0,0
2900000,15000,187.74,5,18.2,1968,400,2375,3,1,0,0,0,0,0,0,0,0,0
725000,40000,100,7,18.4,1493,240,2200,4,1,0,0,0,0,1,0,0,0,0
975000,36000,88.5,5,28,1248,200,1750,3,1,0,0,0,0,1,0,0,0,0
355000,60000,67.05,5,21.7,998,90,3500,5,0,0,1,0,0,1,0,0,0,0
400000,120000,158.8,5,11.1,2354,218,4200,13,0,0,1,1,0,1,0,0,0,0
265000,48000,47.3,5,24.7,796,69,3500,6,0,0,1,0,0,1,0,0,0,0
650000,40000,88,5,20.1,1498,230,2000,3,1,0,0,0,0,1,0,0,0,0
720000,60000,88.5,5,28,1248,200,1750,4,1,0,0,1,0,1,0,0,0,0
850000,25000,121.3,5,17,1591,154.9,4200,5,0,0,1,1,0,1,0,0,0,0
290000,42000,67.05,5,23.9,998,90,3500,6,0,0,1,1,0,1,0,0,0,0
1200000,35000,204,5,10.9,2497,245,5000,11,0,0,1,1,0,0,0,1,0,0
600000,90000,100,7,18.4,1493,230,1875,5,1,0,0,1,0,0,0,1,0,0
300000,90000,73.9,5,21.1,1248,113,4500,10,1,0,0,1,0,1,0,1,0,0
225000,110000,63.12,5,23,1461,160,2000,9,1,0,0,1,0,1,0,1,0,0
240000,70000,73.9,5,19.3,1248,190,2000,12,1,0,0,1,0,1,0,1,0,0
700000,80000,126.32,5,22.3,1582,259.8,2325,7,1,0,0,1,0,1,0,0,0,0
470000,70000,74,5,25.2,1248,190,2000,7,1,0,0,1,0,1,0,1,0,0
800000,80000,88.73,5,21.1,1396,219.66,2125,5,1,0,0,1,0,1,0,0,0,0
450000,90000,108.45,5,19,1461,248,2250,9,1,0,0,1,0,1,0,0,0,0
90000,90000,53.5,5,17.2,1396,8.5,2500,14,1,0,0,1,0,1,0,0,0,1
450000,120000,87.2,5,21.4,1364,205,2300,11,1,0,0,1,0,1,0,1,0,0
400000,107500,82,5,19.3,1248,154.9,2500,9,1,0,0,1,0,1,0,1,0,0
1465000,62000,171.5,7,11.3,2755,360,2300,4,1,0,0,0,0,0,0,0,0,0
925000,79000,126.2,5,19.6,1582,259.9,2325,5,1,0,0,0,0,1,0,0,0,0
1385000,60000,147.8,7,13.6,2393,343,2100,5,1,0,0,0,0,1,0,1,0,0
2000000,20000,168.5,7,12.5,2982,343,2400,6,1,0,0,1,0,1,0,0,0,0
80000,248200,70,5,16.1,1405,13.5,2500,17,1,0,0,1,0,1,0,1,0,0
300000,110000,120,7,10.5,2179,290,2300,14,1,0,0,1,0,1,0,1,0,0
360000,100000,73.9,5,19.3,1248,190,2000,12,1,0,0,1,0,1,0,0,0,0
320000,70000,110,5,16.2,1493,24,2500,11,1,0,0,1,0,1,0,1,0,0
99000,100000,52,5,12.8,1995,106,2200,27,1,0,0,1,0,1,0,1,0,0
780000,50000,88.5,7,24.5,1248,200,1750,5,1,0,0,1,0,1,0,1,0,0
620000,139000,88.76,7,20.7,1248,200,1750,8,1,0,0,1,0,1,0,0,0,0
100000,120000,149.5,5,13.1,1781,21.4,4600,15,0,0,1,1,0,1,0,0,0,1
210000,35000,64.1,5,16.7,1172,96,3000,7,0,0,1,1,0,1,0,1,0,0
375000,80000,62.1,7,15.9,2523,195,1800,6,1,0,0,1,0,1,0,0,0,0
786000,7720,71,7,20,999,96,3500,2,0,0,1,1,0,1,0,0,0,0
1000000,50000,140,7,15.1,2179,330,2200,7,1,0,0,1,0,1,0,0,0,0
120000,60000,58,5,20.8,1527,789,2250,19,1,0,0,1,0,1,0,1,0,0
750000,100000,64.1,5,20.8,1461,160,2000,5,1,0,0,1,0,1,0,0,0,0
550000,57882,81.83,5,18.6,1197,114.7,4000,5,0,0,1,1,0,1,0,0,0,0
875000,142000,147.94,5,14.1,2179,320,2250,3,1,0,0,1,0,1,0,0,0,0
890000,140000,147.94,5,14.1,2179,320,2250,3,1,0,0,1,0,1,0,0,0,1
700000,35000,93.7,7,16,1373,130,4000,6,0,0,1,1,0,1,0,0,0,0
550000,30000,62.1,7,15.9,2523,195,1800,6,1,0,0,1,0,1,0,0,0,0
400000,10000,67,5,19.8,1198,104,4000,3,0,0,1,1,0,1,0,0,0,0
290000,30000,67.04,5,23.1,998,90,3500,6,0,0,1,1,0,1,0,1,0,0
150000,90000,69,5,19,1396,135,2500,9,1,0,0,1,0,1,0,0,0,0
300000,35000,73,7,15.3,1196,101,3000,6,0,0,1,1,0,1,0,1,0,0
220000,25000,82,5,19.3,1248,154.9,2500,12,0,0,1,1,0,1,0,0,0,0
221000,35008,67.05,5,21.7,998,90,3500,13,0,0,1,0,0,1,0,0,0,0
270000,31100,53.64,5,22.7,799,72,4386,4,0,0,1,0,0,1,0,0,0,0
455000,42312,71,5,24.4,1120,180.4,2125,7,1,0,0,0,0,1,0,0,0,0
300000,72000,88.7,5,17.6,1496,132,3000,10,0,0,1,0,0,1,0,0,0,0
480000,54891,67.04,5,23.5,1364,170,2100,7,1,0,0,0,0,1,0,0,0,0
1000000,30000,126.2,5,22,1582,259.87,2250,3,1,0,0,1,0,0,0,0,0,0
2600000,44000,190,5,22.6,1995,400,2250,4,1,0,0,0,0,0,0,0,0,0
1850000,18890,171.5,7,11.3,2755,360,2300,4,1,0,0,0,0,0,0,0,0,0
500000,5000,68,5,20.3,1086,99,4500,2,0,0,1,1,0,1,0,0,0,0
800000,117000,184,7,11.1,2696,402,2300,8,1,0,0,0,0,0,0,0,0,0
1000000,75010,148,5,13.7,1995,320,2000,8,1,0,0,0,0,0,0,0,0,0
250000,50000,88.8,5,21,1248,200,2375,8,1,0,0,1,0,1,0,0,0,0
245000,100000,63.1,5,23,1461,160,2000,9,1,0,0,0,0,1,0,0,0,0
625000,4337,82,5,18.9,1197,114,4000,2,0,0,1,0,0,0,0,0,0,0
560000,14495,75,5,18.7,999,95,3650,3,0,0,1,0,0,1,0,0,0,0
680000,8576,88.7,5,18.7,1199,110,4800,3,0,0,1,0,0,1,0,0,0,0
700000,30000,74.02,5,28.4,1248,190,2000,2,1,0,0,1,0,1,0,0,0,0
220000,80000,69,5,23,1396,140,2400,8,1,0,0,1,0,1,0,0,0,0
450000,70000,69.01,5,19,1405,135,2500,4,1,0,0,1,0,1,0,0,0,0
525000,19723,84,5,20.3,1199,114,3500,4,0,0,1,0,0,0,0,0,0,0
650000,242000,102,7,12.8,2494,20.4,2500,12,1,0,0,1,0,1,1,0,0,0
5500000,22000,261.4,4,17,2993,620,2250,3,1,0,0,1,0,0,0,0,0,0
875000,30000,74.02,5,28.4,1248,190,2000,4,1,0,0,0,0,0,0,0,0,0
785000,9000,81.83,5,18.6,1197,114.7,4000,2,0,0,1,0,0,1,0,0,0,0
819999,30000,88.7,5,17.5,1199,110,4800,4,0,0,1,0,0,1,0,0,0,0
2950000,60000,188,5,21.7,1995,400,2125,5,1,0,0,0,0,0,0,0,0,0
1925000,27000,147.51,7,13.6,2393,343,2100,5,1,0,0,0,0,1,0,0,0,0
885000,39000,98.6,5,25.5,1498,200,1750,4,1,0,0,0,0,1,0,0,0,0
680000,64000,110.4,5,16,1499,140,4400,6,0,0,1,0,0,0,0,0,0,0
960000,42000,98.96,5,23,1498,205,2500,4,1,0,0,0,0,1,0,0,0,0
385000,45000,86.8,5,18.5,1198,109,4500,9,0,0,1,0,0,1,0,0,0,0
1650000,15000,167.67,5,17,1956,350,2125,2,1,0,0,0,0,1,0,0,0,0
890000,55000,100,7,18.4,1493,240,2200,3,1,0,0,0,0,1,0,0,0,0
1275000,64000,153.86,7,11.4,2953,380,2500,6,1,0,0,0,0,0,0,0,0,0
6000000,27000,261.4,4,17,2993,620,2250,3,1,0,0,0,0,0,0,0,0,0
1025000,15000,103.25,5,20.2,1462,138,4400,2,0,0,1,0,0,0,0,0,0,0
675000,69000,103.6,5,17.2,1197,175,2800,5,0,0,1,0,0,0,0,0,0,0
700000,80000,81.8,5,22,1197,113,4200,4,0,0,1,0,0,1,0,0,0,0
780000,60000,98.59,5,22.7,1498,205,2500,5,1,0,0,0,0,1,0,0,0,0
1050000,70000,126.32,5,22.3,1582,259.8,2325,4,1,0,0,0,0,1,0,0,0,0
2700000,105000,241.4,5,13.2,2967,580,2325,6,1,0,0,0,0,0,0,1,0,0
400000,100000,74,5,22.9,1248,190,2375,5,1,0,0,1,0,1,0,0,0,0
400000,100000,62.1,9,15.9,2523,195,1820,10,1,0,0,1,0,1,0,0,0,0
85000,90000,46.3,5,19.7,796,62,3000,12,0,0,1,1,0,1,0,1,0,0
1300000,35000,153.86,7,17.6,2179,400,2125,3,1,0,0,1,0,1,0,0,0,0
819999,11500,100,7,18.4,1493,240,2200,3,1,0,0,1,0,1,0,0,0,0
620000,40000,100,7,18.4,1493,240,2200,6,1,0,0,1,0,0,0,0,0,0
260000,50000,67,5,23,999,91,4250,3,0,0,1,1,0,1,0,0,0,0
805000,49900,147.5,5,16.3,1797,177.5,4700,5,0,0,1,0,0,1,0,0,0,0
484999,55380,82,5,18.9,1197,114,4000,6,0,0,1,0,0,1,0,0,0,0
2711000,9000,177,5,13.6,1999,430,2125,4,1,0,0,0,0,0,0,0,0,0
811000,11000,108.5,5,17,1198,170,2875,3,0,0,1,0,0,1,0,0,0,0
575000,50000,88.7,5,19,1199,110,4800,6,0,0,1,1,0,0,0,0,0,0
1675000,80000,170,5,17.1,1956,350,2125,3,1,0,0,1,0,1,0,0,0,0
645000,11000,103.5,5,14.3,1598,153,3800,5,0,0,1,0,0,0,0,0,0,0
2500000,13500,270.9,5,14.7,2993,600,2000,6,1,0,0,0,0,0,0,0,0,0
2550000,18000,183,5,15,1991,300,2600,3,0,0,1,0,0,0,0,0,0,0
2700000,16000,181.04,5,14.7,1991,300,1300,4,0,0,1,0,0,0,0,0,0,0
650000,18816,73.75,5,17,1198,110,3750,4,0,0,1,0,0,1,0,0,0,0
1748999,33019,147.8,7,13.6,2393,343,2100,4,1,0,0,0,0,1,0,0,0,0
925000,18000,116.3,5,15.6,1497,146,4800,4,0,0,1,0,0,0,0,0,0,0
894999,9654,81.8,5,19.5,1197,113,4200,2,0,0,1,0,0,0,0,0,0,0
175000,11000,67.05,5,23.9,998,90,3500,10,0,0,1,0,0,1,0,0,0,0
340000,24300,81.8,5,21.2,1197,113,4200,9,0,0,1,0,0,1,0,0,0,0
1525000,42163,171.5,7,11.3,2755,360,2300,5,1,0,0,0,0,0,0,1,0,0
810000,47747,88.5,5,28,1248,200,1750,4,1,0,0,0,0,1,0,0,0,0
1025000,8000,108.5,5,21.5,1497,260,2125,3,1,0,0,0,0,0,0,0,0,0
2150000,30000,190,5,22.6,1995,400,2125,5,1,0,0,0,0,0,0,0,0,0
910000,70000,100,8,12.9,2494,200,2400,8,1,0,0,1,0,1,0,1,0,0
300000,60000,48.21,5,17.8,1405,85,2500,5,1,0,0,1,0,1,0,1,0,0
120000,80000,60,5,17.3,993,78,4500,17,0,0,1,1,0,1,0,1,0,0
490000,45900,81.83,5,18.6,1197,114.7,4000,6,0,0,1,1,0,1,0,1,0,0
425000,70000,98.6,5,25.8,1498,200,1750,8,1,0,0,1,0,1,0,0,0,0
155000,40000,46.3,5,19.7,796,62,3000,10,0,0,1,1,0,1,0,0,0,0
490000,90000,120,8,12,2179,290,2300,8,1,0,0,1,0,1,0,1,0,0
132000,105000,46.3,5,19.7,796,62,3000,11,0,0,1,1,0,1,0,0,0,0
750000,30000,88.76,5,22.5,1396,219.66,2125,3,1,0,0,1,0,1,0,0,0,0
225000,20000,67.1,5,18.9,998,90,3500,10,0,0,1,1,0,1,0,0,0,0
240000,80000,78.9,5,20.3,1197,111.8,4000,10,0,0,1,1,0,1,0,0,0,0
33351,90000,67.1,5,18.9,998,90,3500,17,0,0,1,1,0,1,0,0,0,1
80000,80000,62,5,18,995,90.3,4200,11,0,0,1,1,0,1,0,1,0,0
40000,120000,37,4,16.1,796,59,2500,17,0,0,1,1,0,1,0,0,0,0
1100000,50000,98.6,7,21.9,1498,200,1750,2,1,0,0,1,0,1,0,1,0,0
2711000,9000,177,5,13.6,1999,430,2125,4,1,0,0,0,0,0,0,0,0,0
5150000,20000,214.56,5,22.3,2487,202,4400,2,0,0,1,0,0,0,0,0,0,0
3200000,45000,177,5,19.3,1999,430,2125,4,1,0,0,0,0,0,0,0,0,0
503000,110000,147.94,7,14.1,2179,320,2250,6,1,0,0,1,0,1,0,0,0,0
3800000,20000,190,5,18,1969,400,2500,2,1,0,0,1,0,0,0,0,0,0
2000000,68089,157.7,5,19.1,2494,213,4500,5,0,0,1,0,1,0,0,0,0,0
225000,58343,67.05,5,21.7,998,90,3500,8,0,0,1,0,1,1,0,0,0,0
740000,38817,74,5,27.3,1248,190,2000,3,1,0,0,0,0,1,0,0,0,0
550000,56494,88.7,5,18.2,1199,110,4800,5,0,0,1,0,1,1,0,0,0,0
750000,79328,100.6,7,12.9,2494,200,2400,8,1,0,0,0,1,1,0,1,0,0
650000,5621,81.8,5,22,1197,113,4200,2,0,0,1,0,1,0,0,0,0,0
625000,25538,88.73,5,16.7,1496,132,3000,4,0,0,1,0,1,1,0,0,0,0
600000,69779,81.8,5,22,1197,113,4200,3,0,0,1,0,0,0,0,0,0,0
450000,56290,73.97,5,24,1186,190.24,2000,4,1,0,0,0,0,1,0,0,0,0
5400000,7500,190,5,16.7,1995,400,2125,2,1,0,0,0,0,0,0,0,0,0
5500000,8500,190,5,16.7,1995,400,2125,2,1,0,0,0,0,0,0,0,0,0
779000,7032,88.76,5,19,1199,110,4800,2,0,0,1,0,1,0,0,0,0,0
645000,11000,103.5,5,14.3,1598,153,3800,5,0,0,1,0,0,0,0,0,0,0
2475000,2000,150,5,16.8,1984,350,2125,3,1,0,0,0,0,0,0,0,0,0
380000,80000,71,5,24.4,1120,180.4,2125,5,1,0,0,1,0,1,0,1,0,0
300000,120000,138.1,7,11.5,2179,320,2200,10,1,0,0,1,0,1,0,1,0,0
240000,50000,47.3,5,22.7,796,69,3500,7,0,0,1,1,0,1,0,0,0,0
325000,70000,74,5,22.9,1248,190,2000,10,1,0,0,1,0,1,0,0,0,0
400000,130000,77,6,25.3,1198,190,2000,5,1,0,0,1,0,1,0,0,0,0
800000,50000,83.8,8,21,1461,200,1900,4,1,0,0,1,0,1,0,0,0,0
950000,80000,98.96,5,23,1498,205,2500,3,1,0,0,1,0,1,0,0,0,0
300000,120000,74,5,22.9,1248,190,2000,8,1,0,0,1,0,1,1,0,0,0
350000,5000,47.3,5,22,796,69,3500,1,0,0,1,1,0,1,0,0,0,0
530000,59000,82,5,18.1,1198,115,3550,4,0,0,1,1,0,1,0,0,0,0
350000,100000,73.8,7,18.2,1248,172.5,1750,8,1,0,0,1,0,1,0,0,0,1
168000,50000,165,5,11,2359,23.6,4250,13,0,0,1,1,0,0,0,0,0,0
240000,45000,53.3,5,25.1,799,72,4386,5,0,0,1,1,0,1,0,1,0,0
220000,80000,73.9,5,19.3,1248,190,2000,11,1,0,0,1,0,1,1,0,0,0
110000,80000,67,5,18.9,1061,84,3500,13,0,0,1,1,0,1,1,0,0,0
850000,100000,88.5,5,24.3,1248,200,1750,5,1,0,0,1,0,1,0,0,0,0
545000,110000,88.76,7,20.7,1248,200,1750,7,1,0,0,1,0,1,0,0,0,0
2064000,24000,147.8,8,13.6,2393,343,2100,3,1,0,0,1,0,1,0,0,0,0
950000,25000,88.5,5,25.1,1248,200,1750,3,1,0,0,1,0,1,0,0,0,0
200000,68697,55.2,5,21.1,814,74.5,4000,8,0,0,1,1,0,1,0,0,0,1
660000,30000,74,5,25.2,1248,190,2000,4,1,0,0,1,0,1,0,0,0,0
420000,40000,98.6,5,25.8,1498,200,1750,8,1,0,0,1,0,1,0,1,0,0
150000,29000,65,5,16.5,1172,96,2500,11,0,0,1,1,0,1,0,0,0,0
175000,68000,57.6,5,25.4,936,150,1750,8,1,0,0,1,0,1,0,1,0,0
750000,15000,88.7,5,18.1,1199,110,4800,3,0,0,1,1,0,0,0,0,0,0
425000,70000,73.94,5,23.2,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
790000,126000,87.2,5,21.4,1364,205,2300,6,1,0,0,1,0,1,0,0,0,1
830000,300000,102,7,12.8,2494,20.4,2500,10,1,0,0,1,0,1,0,0,0,1
650000,94000,98.6,7,24.5,1498,200,1750,6,1,0,0,1,0,1,0,1,0,0
780000,129000,87.2,5,21.4,1364,205,2300,6,1,0,0,1,0,1,0,0,0,1
180000,55000,68.05,5,19.8,1086,99.04,4500,11,0,0,1,1,0,1,0,1,0,0
869999,40000,98.96,5,23,1498,205,2500,2,1,0,0,1,0,1,0,0,0,0
275000,50000,88.8,5,21.1,1248,200,2375,10,1,0,0,1,0,1,0,0,0,0
630000,25000,81.83,5,18.6,1197,114.7,4000,4,0,0,1,1,0,1,0,1,0,0
150000,60000,125,5,13.4,1794,16.1,4200,13,0,0,1,1,0,1,0,1,0,0
315000,25000,47.3,5,22.7,796,69,3500,5,0,0,1,1,0,1,0,0,0,0
189000,70000,70,5,23.5,1396,140,2400,10,1,0,0,1,0,1,0,1,0,0
580000,120000,74,5,23.4,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
150000,153000,82,5,19.3,1248,154.9,2500,12,1,0,0,1,0,1,0,1,0,0
825000,35000,88.5,5,24.3,1248,200,1750,3,1,0,0,1,0,1,0,0,0,0
650000,60000,148,7,14.1,2179,320,2200,5,1,0,0,1,0,1,0,1,0,0
50000,62000,90,5,13,1343,11.3,4700,17,0,0,1,1,0,1,0,1,0,0
200000,120000,73.9,5,16.2,1198,110,3750,10,0,0,1,1,0,1,0,1,0,0
135000,120000,70,7,15.4,1405,135,2500,8,1,0,0,1,0,1,0,0,0,1
680000,80000,88.73,5,22.5,1396,219.7,2125,4,1,0,0,1,0,1,0,0,0,0
670000,80000,88.73,5,22.5,1396,219.7,2125,4,1,0,0,1,0,1,0,0,0,0
1000000,60000,218,5,16.7,1995,450,2125,11,1,0,0,1,0,0,0,0,0,0
240000,80000,67.1,5,20.9,998,90,3500,11,0,0,1,1,0,1,0,1,0,0
555000,147279,139.01,7,17,2200,321,2000,7,1,0,0,1,0,1,0,1,0,0
455000,98000,103.5,5,20.5,1598,250,2000,8,1,0,0,1,0,1,0,0,0,0
750000,25000,74.02,5,28.4,1248,190,2000,3,1,0,0,1,0,1,0,0,0,0
700000,90000,74,5,26.5,1248,190,2000,5,1,0,0,1,0,0,0,0,0,0
220000,22000,37.48,4,21.9,624,51,4000,5,0,0,1,1,0,0,0,0,0,0
160000,120000,69,5,25,1396,140,2400,7,1,0,0,1,0,1,0,0,0,0
225000,100000,76.9,5,22.1,1248,205,1750,8,1,0,0,1,0,1,0,1,0,0
140000,120000,69,5,19,1396,135,2500,13,1,0,0,1,0,1,0,1,0,0
600000,70000,74,5,23.4,1248,190,2000,7,1,0,0,1,0,1,0,1,0,0
1000000,24700,140,7,16,2179,330,2200,6,1,0,0,1,0,1,0,0,0,0
65000,100000,62,5,18,995,90.3,4200,13,0,0,1,1,0,1,0,0,0,1
500000,10000,81.8,5,20.8,1197,113,4200,2,0,0,1,1,0,1,0,0,0,0
1100000,88754,140,7,16,2179,330,2200,4,1,0,0,0,0,1,0,0,0,0
325000,53287,82,5,19.3,1248,154.9,2500,10,0,0,1,0,0,1,0,0,0,0
1150000,43526,140,7,16,2179,330,2200,4,1,0,0,0,0,1,0,0,0,0
320000,55885,75,5,16.2,1198,110,3750,9,0,0,1,0,0,1,0,0,0,0
950000,16034,98.96,5,21.7,1498,215,2125,2,1,0,0,0,0,1,0,0,0,0
250000,156040,68,5,20,1399,160,2000,9,1,0,0,0,0,1,0,0,0,0
400000,93415,141,7,13.1,2499,330,1800,17,1,0,0,0,0,1,0,0,0,0
1100000,122000,177,5,18.4,1995,35.7,3000,13,1,0,0,1,0,0,0,1,0,0
600000,20000,74,5,27.3,1248,190,2000,4,1,0,0,1,0,1,0,0,0,0
509999,46000,81.8,5,22,1197,113,4200,4,0,0,1,1,0,1,0,0,0,0
395000,50000,103.2,5,15.4,1598,153,3775,5,0,0,1,1,0,1,0,0,0,1
469000,5000,67.05,5,21.7,998,90,3500,3,0,0,1,1,0,1,0,0,0,0
250000,42000,47.3,5,24.7,796,69,3500,4,0,0,1,1,0,1,0,0,0,0
130000,68519,62.1,5,16.2,995,90.3,4200,10,0,0,1,0,0,1,0,0,0,0
906000,30000,98.96,5,23,1498,205,2500,2,1,0,0,1,0,1,0,0,0,0
160000,85000,68,5,20,1399,160,2000,10,1,0,0,1,0,1,0,0,0,0
300000,88000,85.8,5,17.5,1298,114,4000,9,0,0,1,1,0,1,0,0,0,0
